longitude latitude "negative depth"
-179.2590 51.7260 -100.0000
-179.1120 51.7330 -100.0000
-178.9660 51.7400 -100.0000
-178.8190 51.7470 -100.0000
-178.6660 51.7620 -100.0000
-178.5130 51.7780 -100.0000
-178.3610 51.7940 -100.0000
-178.2080 51.8100 -100.0000
-178.0560 51.8270 -100.0000
-177.9040 51.8440 -100.0000
-177.7520 51.8610 -100.0000
-177.6000 51.8790 -100.0000
-177.4480 51.8960 -100.0000
-177.2960 51.9140 -100.0000
-177.1440 51.9320 -100.0000
-176.9920 51.9500 -100.0000
-176.8370 51.9660 -100.0000
-176.6820 51.9820 -100.0000
-176.5270 51.9970 -100.0000
-176.3720 52.0130 -100.0000
-176.2170 52.0290 -100.0000
-176.0620 52.0440 -100.0000
-175.9070 52.0600 -100.0000
-175.7520 52.0750 -100.0000
-175.5970 52.0910 -100.0000
-175.4420 52.1070 -100.0000
-175.2870 52.1220 -100.0000
-175.1320 52.1380 -100.0000
-174.9770 52.1530 -100.0000
-174.8230 52.1680 -100.0000
-174.6690 52.1820 -100.0000
-174.5150 52.1970 -100.0000
-174.3610 52.2120 -100.0000
-174.2060 52.2260 -100.0000
-174.0520 52.2410 -100.0000
-173.8980 52.2560 -100.0000
-173.7450 52.2720 -100.0000
-173.5910 52.2870 -100.0000
-173.4370 52.3020 -100.0000
-173.2830 52.3180 -100.0000
-173.1290 52.3340 -100.0000
-172.9760 52.3500 -100.0000
-172.8220 52.3670 -100.0000
-172.6690 52.3840 -100.0000
-172.5150 52.4010 -100.0000
-172.3620 52.4180 -100.0000
-172.2110 52.4410 -100.0000
-172.0600 52.4650 -100.0000
-171.9100 52.4890 -100.0000
-171.7600 52.5130 -100.0000
-171.6090 52.5380 -100.0000
-171.4590 52.5630 -100.0000
-171.3100 52.5890 -100.0000
-171.1600 52.6150 -100.0000
-171.0110 52.6410 -100.0000
-170.8620 52.6670 -100.0000
-170.7130 52.6950 -100.0000
-170.5640 52.7220 -100.0000
-170.4260 52.7560 -100.0000
-170.2890 52.7900 -100.0000
-170.1520 52.8240 -100.0000
-170.0150 52.8590 -100.0000
-169.8780 52.8940 -100.0000
-169.7410 52.9300 -100.0000
-169.6050 52.9650 -100.0000
-169.4690 53.0010 -100.0000
-169.3330 53.0380 -100.0000
-169.1980 53.0740 -100.0000
-169.0620 53.1110 -100.0000
-168.9270 53.1470 -100.0000
-168.7920 53.1840 -100.0000
-168.6570 53.2210 -100.0000
-168.5220 53.2590 -100.0000
-168.3870 53.2960 -100.0000
-168.2520 53.3340 -100.0000
-168.1180 53.3710 -100.0000
-167.9830 53.4090 -100.0000
-167.8420 53.4490 -100.0000
-167.7020 53.4890 -100.0000
-167.5620 53.5280 -100.0000
-167.4210 53.5680 -100.0000
-167.2810 53.6080 -100.0000
-167.1410 53.6480 -100.0000
-167.0000 53.6880 -100.0000
-166.8600 53.7280 -100.0000
-166.7200 53.7680 -100.0000
-166.5800 53.8080 -100.0000
-166.4390 53.8480 -100.0000
-166.2990 53.8880 -100.0000
-166.1600 53.9270 -100.0000
-166.0210 53.9650 -100.0000
-189.4390 54.5660 -150.0000
-189.3210 54.5120 -150.0000
-189.2030 54.4570 -150.0000
-189.0850 54.4030 -150.0000
-188.9660 54.3500 -150.0000
-188.8470 54.2970 -150.0000
-188.7280 54.2440 -150.0000
-188.6080 54.1910 -150.0000
-188.4870 54.1380 -150.0000
-188.3670 54.0860 -150.0000
-188.2460 54.0340 -150.0000
-188.1240 53.9830 -150.0000
-188.0020 53.9310 -150.0000
-187.8800 53.8800 -150.0000
-187.7570 53.8300 -150.0000
-187.6340 53.7790 -150.0000
-187.5110 53.7290 -150.0000
-187.3870 53.6790 -150.0000
-187.2600 53.6350 -150.0000
-187.1340 53.5920 -150.0000
-187.0060 53.5480 -150.0000
-186.8790 53.5050 -150.0000
-186.7510 53.4620 -150.0000
-186.6230 53.4200 -150.0000
-186.4950 53.3780 -150.0000
-186.3660 53.3360 -150.0000
-186.2370 53.2940 -150.0000
-186.1080 53.2530 -150.0000
-185.9790 53.2120 -150.0000
-185.8490 53.1710 -150.0000
-185.7190 53.1300 -150.0000
-185.5890 53.0900 -150.0000
-185.4480 53.0520 -150.0000
-185.3060 53.0140 -150.0000
-185.1650 52.9770 -150.0000
-185.0230 52.9390 -150.0000
-184.8810 52.9020 -150.0000
-184.7390 52.8660 -150.0000
-184.5960 52.8290 -150.0000
-184.4540 52.7930 -150.0000
-184.3110 52.7570 -150.0000
-184.1680 52.7210 -150.0000
-184.0240 52.6850 -150.0000
-183.8810 52.6500 -150.0000
-183.7380 52.6150 -150.0000
-183.5940 52.5800 -150.0000
-183.4500 52.5450 -150.0000
-183.3060 52.5120 -150.0000
-183.1610 52.4790 -150.0000
-183.0160 52.4460 -150.0000
-182.8710 52.4130 -150.0000
-182.7260 52.3810 -150.0000
-182.5800 52.3490 -150.0000
-182.4340 52.3180 -150.0000
-182.2880 52.2870 -150.0000
-182.1420 52.2570 -150.0000
-181.9950 52.2270 -150.0000
-181.8480 52.1980 -150.0000
-181.7000 52.1690 -150.0000
-181.5520 52.1410 -150.0000
-181.4000 52.1230 -150.0000
-181.2470 52.1060 -150.0000
-181.0950 52.0890 -150.0000
-180.9420 52.0730 -150.0000
-180.7890 52.0580 -150.0000
-180.6360 52.0440 -150.0000
-180.4820 52.0300 -150.0000
-180.3280 52.0180 -150.0000
-180.1740 52.0060 -150.0000
-180.0200 51.9950 -150.0000
-179.8700 51.9950 -150.0000
-179.7210 51.9950 -150.0000
-179.5710 51.9960 -150.0000
-179.4220 51.9980 -150.0000
-179.2720 52.0010 -150.0000
-179.1230 52.0040 -150.0000
-178.9740 52.0080 -150.0000
-178.8250 52.0120 -150.0000
-178.6750 52.0180 -150.0000
-178.5260 52.0230 -150.0000
-178.3770 52.0290 -150.0000
-178.2280 52.0360 -150.0000
-178.0790 52.0430 -150.0000
-177.9260 52.0570 -150.0000
-177.7730 52.0710 -150.0000
-177.6200 52.0860 -150.0000
-177.4680 52.1010 -150.0000
-177.3150 52.1160 -150.0000
-177.1630 52.1320 -150.0000
-177.0100 52.1480 -150.0000
-176.8580 52.1640 -150.0000
-176.7060 52.1800 -150.0000
-176.5530 52.1960 -150.0000
-176.4010 52.2130 -150.0000
-176.2490 52.2290 -150.0000
-176.0920 52.2440 -150.0000
-175.9350 52.2580 -150.0000
-175.7780 52.2730 -150.0000
-175.6210 52.2880 -150.0000
-175.4640 52.3020 -150.0000
-175.3080 52.3170 -150.0000
-175.1510 52.3320 -150.0000
-174.9940 52.3470 -150.0000
-174.8370 52.3630 -150.0000
-174.6810 52.3780 -150.0000
-174.5240 52.3940 -150.0000
-174.3680 52.4100 -150.0000
-174.2110 52.4260 -150.0000
-174.0550 52.4430 -150.0000
-173.9040 52.4660 -150.0000
-173.7530 52.4890 -150.0000
-173.6020 52.5130 -150.0000
-173.4520 52.5370 -150.0000
-173.3020 52.5610 -150.0000
-173.1510 52.5850 -150.0000
-173.0010 52.6100 -150.0000
-172.8510 52.6350 -150.0000
-172.7010 52.6600 -150.0000
-172.5520 52.6860 -150.0000
-172.4020 52.7120 -150.0000
-172.2530 52.7370 -150.0000
-172.1040 52.7640 -150.0000
-171.9540 52.7900 -150.0000
-171.8050 52.8170 -150.0000
-171.6560 52.8430 -150.0000
-171.5070 52.8700 -150.0000
-171.3590 52.8980 -150.0000
-171.2100 52.9250 -150.0000
-171.0600 52.9550 -150.0000
-170.9110 52.9850 -150.0000
-170.7610 53.0160 -150.0000
-170.6120 53.0460 -150.0000
-170.4630 53.0770 -150.0000
-170.3140 53.1080 -150.0000
-170.1650 53.1400 -150.0000
-170.0160 53.1710 -150.0000
-169.8680 53.2030 -150.0000
-169.7200 53.2360 -150.0000
-169.5720 53.2680 -150.0000
-169.4240 53.3010 -150.0000
-169.2820 53.3400 -150.0000
-169.1410 53.3800 -150.0000
-169.0000 53.4190 -150.0000
-168.8600 53.4590 -150.0000
-168.7190 53.5000 -150.0000
-168.5790 53.5400 -150.0000
-168.4390 53.5810 -150.0000
-168.2990 53.6220 -150.0000
-168.1600 53.6640 -150.0000
-168.0200 53.7050 -150.0000
-167.8810 53.7470 -150.0000
-167.7420 53.7880 -150.0000
-167.6030 53.8300 -150.0000
-167.4640 53.8730 -150.0000
-167.3260 53.9150 -150.0000
-167.1870 53.9570 -150.0000
-167.0490 54.0000 -150.0000
-166.9100 54.0420 -150.0000
-166.7720 54.0850 -150.0000
-166.6370 54.1270 -150.0000
-166.5030 54.1700 -150.0000
-166.3680 54.2120 -150.0000
-166.2340 54.2550 -150.0000
-166.0990 54.2970 -150.0000
-165.9650 54.3400 -150.0000
-165.8300 54.3830 -150.0000
-165.6960 54.4250 -150.0000
-165.5620 54.4680 -150.0000
-165.4270 54.5110 -150.0000
-165.2930 54.5540 -150.0000
-165.1590 54.5970 -150.0000
-165.0250 54.6400 -150.0000
-164.8910 54.6830 -150.0000
-164.7570 54.7260 -150.0000
-164.6230 54.7690 -150.0000
-164.4890 54.8120 -150.0000
-164.3540 54.8560 -150.0000
-164.2180 54.9000 -150.0000
-164.0830 54.9440 -150.0000
-163.9470 54.9890 -150.0000
-163.8120 55.0330 -150.0000
-163.6770 55.0770 -150.0000
-163.5420 55.1210 -150.0000
-163.4060 55.1660 -150.0000
-163.2710 55.2100 -150.0000
-163.1360 55.2550 -150.0000
-163.0010 55.2990 -150.0000
-162.8660 55.3430 -150.0000
-162.7310 55.3880 -150.0000
-162.5960 55.4320 -150.0000
-162.4610 55.4770 -150.0000
-162.3250 55.5220 -150.0000
-162.1880 55.5660 -150.0000
-162.0520 55.6110 -150.0000
-161.9160 55.6560 -150.0000
-161.7800 55.7010 -150.0000
-161.6440 55.7460 -150.0000
-161.5080 55.7910 -150.0000
-161.3720 55.8360 -150.0000
-161.2360 55.8810 -150.0000
-161.1010 55.9270 -150.0000
-160.9660 55.9730 -150.0000
-160.8300 56.0190 -150.0000
-160.6960 56.0650 -150.0000
-160.5610 56.1110 -150.0000
-160.4270 56.1570 -150.0000
-160.2930 56.2040 -150.0000
-160.1590 56.2510 -150.0000
-160.0250 56.2990 -150.0000
-159.8920 56.3460 -150.0000
-159.7590 56.3940 -150.0000
-159.6370 56.4470 -150.0000
-159.5140 56.5010 -150.0000
-159.3930 56.5550 -150.0000
-159.2710 56.6090 -150.0000
-159.1500 56.6640 -150.0000
-159.0300 56.7180 -150.0000
-158.9090 56.7730 -150.0000
-158.7900 56.8290 -150.0000
-158.6700 56.8840 -150.0000
-158.5510 56.9400 -150.0000
-158.4320 56.9950 -150.0000
-158.3130 57.0520 -150.0000
-158.1950 57.1080 -150.0000
-158.0770 57.1640 -150.0000
-157.9590 57.2210 -150.0000
-157.8420 57.2780 -150.0000
-157.7310 57.3370 -150.0000
-157.6200 57.3960 -150.0000
-157.5100 57.4560 -150.0000
-157.3990 57.5160 -150.0000
-157.2900 57.5750 -150.0000
-157.1800 57.6350 -150.0000
-157.0710 57.6960 -150.0000
-156.9620 57.7560 -150.0000
-156.8530 57.8170 -150.0000
-156.7450 57.8770 -150.0000
-156.6370 57.9380 -150.0000
-156.5300 57.9990 -150.0000
-156.4230 58.0610 -150.0000
-156.3160 58.1220 -150.0000
-156.2090 58.1840 -150.0000
-156.1030 58.2460 -150.0000
-156.0010 58.3120 -150.0000
-155.8990 58.3780 -150.0000
-155.7980 58.4450 -150.0000
-155.6970 58.5110 -150.0000
-155.5960 58.5780 -150.0000
-155.4960 58.6450 -150.0000
-155.3970 58.7130 -150.0000
-155.2980 58.7800 -150.0000
-155.1990 58.8480 -150.0000
-155.1020 58.9160 -150.0000
-155.0040 58.9840 -150.0000
-154.9080 59.0530 -150.0000
-154.8120 59.1220 -150.0000
-154.7160 59.1910 -150.0000
-154.6220 59.2600 -150.0000
-154.5280 59.3300 -150.0000
-154.4350 59.4000 -150.0000
-154.3420 59.4710 -150.0000
-154.2500 59.5410 -150.0000
-154.1590 59.6130 -150.0000
-154.0690 59.6840 -150.0000
-154.0000 59.7610 -150.0000
-153.9320 59.8380 -150.0000
-153.8650 59.9160 -150.0000
-153.7980 59.9940 -150.0000
-153.7320 60.0720 -150.0000
-153.6680 60.1500 -150.0000
-153.6030 60.2280 -150.0000
-153.5400 60.3070 -150.0000
-153.4770 60.3860 -150.0000
-153.4150 60.4640 -150.0000
-153.3540 60.5430 -150.0000
-153.2930 60.6230 -150.0000
-153.2330 60.7020 -150.0000
-153.1740 60.7820 -150.0000
-153.1150 60.8610 -150.0000
-153.0560 60.9410 -150.0000
-186.6820 53.6010 -200.0000
-186.5520 53.5620 -200.0000
-186.4220 53.5230 -200.0000
-186.2910 53.4840 -200.0000
-186.1600 53.4450 -200.0000
-186.0300 53.4070 -200.0000
-185.8990 53.3680 -200.0000
-185.7670 53.3300 -200.0000
-185.6360 53.2920 -200.0000
-185.5050 53.2540 -200.0000
-185.3730 53.2170 -200.0000
-185.2410 53.1790 -200.0000
-185.1090 53.1420 -200.0000
-184.9770 53.1050 -200.0000
-184.8450 53.0680 -200.0000
-184.7130 53.0310 -200.0000
-184.5800 52.9950 -200.0000
-184.4390 52.9600 -200.0000
-184.2980 52.9250 -200.0000
-184.1560 52.8900 -200.0000
-184.0140 52.8550 -200.0000
-183.8720 52.8210 -200.0000
-183.7300 52.7870 -200.0000
-183.5880 52.7530 -200.0000
-183.4460 52.7190 -200.0000
-183.3030 52.6860 -200.0000
-183.1600 52.6530 -200.0000
-183.0170 52.6210 -200.0000
-182.8730 52.5890 -200.0000
-182.7300 52.5570 -200.0000
-182.5860 52.5260 -200.0000
-182.4420 52.4950 -200.0000
-182.2970 52.4640 -200.0000
-182.1580 52.4410 -200.0000
-182.0180 52.4180 -200.0000
-181.8790 52.3960 -200.0000
-181.7390 52.3750 -200.0000
-181.5990 52.3540 -200.0000
-181.4580 52.3330 -200.0000
-181.3180 52.3130 -200.0000
-181.1770 52.2930 -200.0000
-181.0360 52.2750 -200.0000
-180.8950 52.2560 -200.0000
-180.7530 52.2390 -200.0000
-180.6040 52.2310 -200.0000
-180.4560 52.2240 -200.0000
-180.3070 52.2180 -200.0000
-180.1580 52.2130 -200.0000
-180.0090 52.2080 -200.0000
-179.8600 52.2040 -200.0000
-179.7110 52.2010 -200.0000
-179.5620 52.1980 -200.0000
-179.4130 52.1960 -200.0000
-179.2640 52.1950 -200.0000
-179.1150 52.1940 -200.0000
-178.9650 52.1940 -200.0000
-178.8160 52.1940 -200.0000
-178.6650 52.2030 -200.0000
-178.5140 52.2130 -200.0000
-178.3630 52.2230 -200.0000
-178.2130 52.2330 -200.0000
-178.0620 52.2440 -200.0000
-177.9120 52.2560 -200.0000
-177.7610 52.2680 -200.0000
-177.6110 52.2800 -200.0000
-177.4610 52.2920 -200.0000
-177.3100 52.3050 -200.0000
-177.1600 52.3180 -200.0000
-177.0100 52.3310 -200.0000
-176.8600 52.3440 -200.0000
-176.7070 52.3570 -200.0000
-176.5540 52.3710 -200.0000
-176.4020 52.3850 -200.0000
-176.2490 52.3990 -200.0000
-176.0960 52.4120 -200.0000
-175.9440 52.4260 -200.0000
-175.7910 52.4410 -200.0000
-175.6380 52.4550 -200.0000
-175.4860 52.4700 -200.0000
-175.3330 52.4840 -200.0000
-175.1810 52.4990 -200.0000
-175.0330 52.5150 -200.0000
-174.8860 52.5320 -200.0000
-174.7380 52.5480 -200.0000
-174.5910 52.5650 -200.0000
-174.4440 52.5820 -200.0000
-174.2970 52.5990 -200.0000
-174.1500 52.6170 -200.0000
-174.0030 52.6350 -200.0000
-173.8560 52.6530 -200.0000
-173.7090 52.6720 -200.0000
-173.5620 52.6900 -200.0000
-173.4160 52.7090 -200.0000
-173.2690 52.7290 -200.0000
-173.1230 52.7490 -200.0000
-172.9770 52.7690 -200.0000
-172.8360 52.7960 -200.0000
-172.6940 52.8230 -200.0000
-172.5530 52.8510 -200.0000
-172.4130 52.8790 -200.0000
-172.2720 52.9080 -200.0000
-172.1320 52.9360 -200.0000
-171.9920 52.9650 -200.0000
-171.8520 52.9950 -200.0000
-171.7120 53.0250 -200.0000
-171.5730 53.0550 -200.0000
-171.4340 53.0850 -200.0000
-171.2950 53.1160 -200.0000
-171.1560 53.1470 -200.0000
-171.0170 53.1780 -200.0000
-170.8790 53.2140 -200.0000
-170.7400 53.2500 -200.0000
-170.6030 53.2870 -200.0000
-170.4650 53.3240 -200.0000
-170.3270 53.3610 -200.0000
-170.1900 53.3980 -200.0000
-170.0530 53.4360 -200.0000
-169.9160 53.4740 -200.0000
-169.7800 53.5120 -200.0000
-169.6430 53.5500 -200.0000
-169.5070 53.5890 -200.0000
-169.3710 53.6280 -200.0000
-169.2350 53.6670 -200.0000
-169.1000 53.7060 -200.0000
-168.9640 53.7460 -200.0000
-168.8290 53.7860 -200.0000
-168.6960 53.8320 -200.0000
-168.5640 53.8790 -200.0000
-168.4320 53.9250 -200.0000
-168.3000 53.9720 -200.0000
-168.1680 54.0190 -200.0000
-168.0360 54.0660 -200.0000
-167.9050 54.1130 -200.0000
-167.7740 54.1610 -200.0000
-167.6420 54.2080 -200.0000
-167.5110 54.2560 -200.0000
-167.3800 54.3040 -200.0000
-167.2500 54.3520 -200.0000
-167.1190 54.4000 -200.0000
-166.9880 54.4480 -200.0000
-166.8580 54.4960 -200.0000
-166.7270 54.5440 -200.0000
-166.5960 54.5920 -200.0000
-166.4660 54.6400 -200.0000
-166.3350 54.6880 -200.0000
-166.2050 54.7360 -200.0000
-166.0740 54.7840 -200.0000
-165.9410 54.8300 -200.0000
-165.8080 54.8750 -200.0000
