"Date" "Time" "Latitude" "Longitude" "Depth" "Magnitude" "MagType" "NbStations" "Gap" "Distance" "RMS" "Source" "EventID"
"1973/12/28" "13:41:45.80" "-14.4640" "166.6010" "26.00" "7.50" "Ms" "85" "" "" "0.00" "NEI" "1973122840"
"1973/12/29" "00:19:31.10" "-15.1170" "166.8960" "47.00" "7.20" "Ms" "117" "" "" "0.00" "NEI" "1973122940"
"1974/01/10" "08:51:13.30" "-14.4340" "166.8630" "34.00" "7.20" "Ms" "123" "" "" "0.00" "NEI" "1974011040"
"1974/01/31" "23:30:05.30" "-7.4610" "155.8940" "34.00" "7.00" "Ms" "164" "" "" "0.00" "NEI" "1974013140"
"1974/02/01" "03:12:33.10" "-7.3830" "155.5750" "40.00" "7.10" "Ms" "53" "" "" "0.00" "NEI" "1974020140"
"1974/07/02" "23:26:26.60" "-29.0820" "-175.9540" "33.00" "7.20" "Ms" "115" "" "" "0.00" "NEI" "1974070240"
"1974/07/13" "01:18:22.80" "7.7470" "-77.6880" "12.00" "7.30" "Ms" "166" "" "" "0.00" "NEI" "1974071340"
"1974/08/11" "01:13:55.50" "39.4570" "73.8300" "9.00" "7.30" "Ms" "122" "" "" "0.00" "NEI" "1974081140"
"1974/08/18" "10:44:12.80" "-38.4530" "-73.4310" "36.00" "7.10" "Ms" "74" "" "" "0.00" "NEI" "1974081840"
"1974/10/03" "14:21:29.10" "-12.2650" "-77.7950" "13.00" "7.60" "Ms" "165" "" "" "0.00" "NEI" "1974100340"
"1974/10/08" "09:50:58.10" "17.3000" "-62.0000" "47.00" "7.50" "Ms" "186" "" "" "0.00" "NEI" "1974100840"
"1974/10/23" "06:14:54.00" "-8.4200" "154.0340" "48.00" "7.20" "Ms" "84" "" "" "0.00" "NEI" "1974102340"
"1974/11/09" "12:59:49.80" "-12.5000" "-77.7860" "6.00" "7.20" "Ms" "131" "" "" "0.00" "NEI" "1974110940"
"1975/02/02" "08:43:39.10" "53.1130" "173.4970" "10.00" "7.60" "Ms" "205" "" "" "0.00" "NEI" "1975020240"
"1975/02/04" "11:36:07.50" "40.6410" "122.5800" "33.00" "7.40" "Ms" "166" "" "" "0.00" "NEI" "1975020440"
"1975/05/10" "14:27:38.70" "-38.1830" "-73.2320" "6.00" "7.70" "Ms" "132" "" "" "0.00" "NEI" "1975051040"
"1975/05/26" "09:11:51.50" "35.9970" "-17.6490" "33.00" "7.90" "Ms" "304" "" "" "0.00" "NEI" "1975052640"
"1975/06/10" "13:47:14.50" "43.0240" "147.7340" "15.00" "7.00" "Ms" "170" "" "" "0.00" "NEI" "1975061040"
"1975/07/20" "14:37:39.90" "-6.5900" "155.0540" "49.00" "7.90" "Ms" "158" "" "" "0.00" "NEI" "1975072040"
"1975/07/20" "19:54:27.70" "-7.1040" "155.1520" "44.00" "7.70" "Ms" "141" "" "" "0.00" "NEI" "1975072040"
"1975/10/01" "03:29:58.90" "-4.8820" "102.1980" "33.00" "7.00" "Ms" "140" "" "" "0.00" "NEI" "1975100140"
"1975/10/06" "22:24:16.20" "-12.5190" "166.4990" "54.00" "7.00" "Ms" "108" "" "" "0.00" "NEI" "1975100640"
"1975/10/11" "14:35:15.00" "-24.8940" "-175.1190" "9.00" "7.80" "Ms" "113" "" "" "0.00" "NEI" "1975101140"
"1975/10/31" "08:28:02.60" "12.5400" "125.9930" "50.00" "7.20" "Ms" "178" "" "" "0.00" "NEI" "1975103140"
"1975/11/29" "14:47:40.10" "19.3390" "-155.0043" "9.15" "7.20" "Ms" "28" "204" "5" "0.09" "HV" "750050"
"1975/12/26" "15:56:38.70" "-16.2650" "-172.4670" "33.00" "7.80" "Ms" "149" "" "" "0.00" "NEI" "1975122640"
"1976/01/14" "16:47:33.50" "-28.4270" "-177.6570" "33.00" "8.00" "Ms" "43" "" "" "0.00" "NEI" "1976011440"
"1976/01/21" "10:05:24.10" "44.9150" "149.1230" "41.00" "7.00" "Ms" "252" "" "" "0.00" "NEI" "1976012140"
"1976/02/04" "09:01:43.40" "15.3240" "-89.1010" "5.00" "7.50" "Ms" "214" "" "" "0.00" "NEI" "1976020440"
"1976/04/08" "02:40:27.00" "40.3110" "63.7730" "33.00" "7.00" "Ms" "186" "" "" "0.00" "NEI" "1976040840"
"1976/05/17" "02:58:40.60" "40.3810" "63.4720" "10.00" "7.00" "Ms" "301" "" "" "0.00" "NEI" "1976051740"
"1976/05/29" "14:00:18.50" "24.5310" "98.7100" "10.00" "7.00" "Ms" "144" "" "" "0.00" "NEI" "1976052940"
"1976/06/20" "20:53:13.40" "3.3970" "96.3180" "33.00" "7.00" "Ms" "171" "" "" "0.00" "NEI" "1976062040"
"1976/06/25" "19:18:56.90" "-4.6030" "140.0910" "33.00" "7.10" "Ms" "133" "" "" "0.00" "NEI" "1976062540"
"1976/07/11" "20:41:47.50" "7.4090" "-78.1270" "3.00" "7.00" "Ms" "222" "" "" "0.00" "NEI" "1976071140"
"1976/07/27" "19:42:54.60" "39.5700" "117.9780" "23.00" "7.90" "Ms" "248" "" "" "0.00" "NEI" "1976072740"
"1976/07/28" "10:45:35.20" "39.6640" "118.4010" "26.00" "7.40" "Ms" "315" "" "" "0.00" "NEI" "1976072840"
"1976/08/16" "16:11:07.30" "6.2620" "124.0230" "33.00" "7.90" "Ms" "231" "" "" "0.00" "NEI" "1976081640"
"1976/10/29" "02:51:07.60" "-4.5170" "139.9180" "33.00" "7.10" "Ms" "231" "" "" "0.00" "NEI" "1976102940"
"1976/11/24" "12:22:18.80" "39.1210" "44.0290" "36.00" "7.30" "Ms" "25" "" "" "0.00" "NEI" "1976112440"
"1977/03/18" "21:43:52.40" "16.7730" "122.3270" "37.00" "7.00" "Ms" "275" "" "" "0.00" "NEI" "1977031840"
"1977/04/02" "07:15:22.70" "-16.6960" "-172.0950" "33.00" "7.60" "Ms" "181" "" "" "0.00" "NEI" "1977040240"
"1977/04/20" "23:42:50.50" "-9.8900" "160.3480" "19.00" "7.50" "Ms" "124" "" "" "0.00" "NEI" "1977042040"
"1977/04/20" "23:49:13.10" "-9.8440" "160.8220" "33.00" "7.50" "Ms" "38" "" "" "0.00" "NEI" "1977042040"
"1977/04/21" "04:24:09.60" "-9.9650" "160.7310" "33.00" "7.50" "Ms" "176" "" "" "0.00" "NEI" "1977042140"
"1977/07/29" "11:15:45.30" "-8.0310" "155.5380" "33.00" "7.20" "Ms" "254" "" "" "0.00" "NEI" "1977072940"
"1977/08/19" "06:08:55.20" "-11.0850" "118.4640" "33.00" "7.90" "Ms" "176" "" "" "0.00" "NEI" "1977081940"
"1977/08/26" "19:50:01.40" "-59.4260" "-20.5080" "33.00" "7.10" "Ms" "118" "" "" "0.00" "NEI" "1977082640"
"1977/10/10" "11:53:53.60" "-25.8560" "-175.4060" "33.00" "7.20" "Ms" "151" "" "" "0.00" "NEI" "1977101040"
"1977/11/23" "09:26:24.70" "-31.0280" "-67.7670" "13.00" "7.40" "Ms" "255" "" "" "0.00" "NEI" "1977112340"
"1978/02/09" "21:35:12.70" "-30.6830" "-177.3580" "33.00" "7.20" "Ms" "72" "" "" "0.00" "NEI" "1978020940"
"1978/03/23" "03:15:20.30" "44.9320" "148.4390" "33.00" "7.50" "Ms" "113" "" "" "0.00" "NEI" "1978032340"
"1978/03/24" "19:47:50.70" "44.2440" "148.8620" "33.00" "7.60" "Ms" "317" "" "" "0.00" "NEI" "1978032440"
"1978/03/24" "21:05:48.20" "42.8390" "78.6060" "33.00" "7.10" "Ms" "233" "" "" "0.00" "NEI" "1978032440"
"1978/06/12" "08:14:26.40" "38.1900" "142.0280" "44.00" "7.70" "Ms" "294" "" "" "0.00" "NEI" "1978061240"
"1978/06/17" "15:11:33.50" "-17.0980" "-172.2640" "33.00" "7.00" "Ms" "180" "" "" "0.00" "NEI" "1978061740"
"1978/07/23" "14:42:36.90" "22.2820" "121.5120" "17.00" "7.40" "Ms" "345" "" "" "0.00" "NEI" "1978072340"
"1978/08/23" "00:38:32.20" "10.2040" "-85.2220" "56.00" "7.00" "Ms" "313" "" "" "0.00" "NEI" "1978082340"
"1978/09/16" "15:35:56.60" "33.3860" "57.4340" "33.00" "7.40" "Ms" "197" "" "" "0.00" "NEI" "1978091640"
"1978/11/05" "22:02:07.10" "-11.1320" "162.1360" "33.00" "7.10" "Ms" "119" "" "" "0.00" "NEI" "1978110540"
"1978/11/29" "19:52:47.60" "16.0100" "-96.5910" "18.00" "7.70" "Ms" "342" "" "" "0.00" "NEI" "1978112940"
"1978/12/23" "11:23:12.00" "23.2470" "122.0750" "33.00" "7.00" "Ms" "357" "" "" "0.00" "NEI" "1978122340"
"1979/02/28" "21:27:06.60" "60.7400" "-141.5500" "16.00" "7.40" "ML" "0" "" "" "" "AK" ""
"1979/03/14" "11:07:16.30" "17.8130" "-101.2760" "49.00" "7.60" "Ms" "262" "" "" "0.00" "NEI" "1979031440"
"1979/05/20" "08:13:52.74" "56.2300" "-156.5600" "9.00" "7.00" "ML" "0" "" "" "" "AK" ""
"1979/08/26" "14:31:22.10" "19.0660" "122.0960" "15.00" "7.10" "Ms" "289" "" "" "0.00" "NEI" "1979082640"
"1979/09/12" "05:17:51.40" "-1.6790" "136.0400" "5.00" "7.90" "Ms" "175" "" "" "0.00" "NEI" "1979091240"
"1979/10/12" "10:25:22.30" "-46.6750" "165.7070" "33.00" "7.40" "Ms" "88" "" "" "0.00" "NEI" "1979101240"
"1979/10/23" "09:51:06.70" "-10.6150" "161.2840" "22.00" "7.10" "Ms" "143" "" "" "0.00" "NEI" "1979102340"
"1979/11/27" "17:10:32.90" "33.9620" "59.7260" "10.00" "7.10" "Ms" "230" "" "" "0.00" "NEI" "1979112740"
"1979/12/12" "07:59:03.30" "1.5980" "-79.3580" "24.00" "7.70" "Ms" "205" "" "" "0.00" "NEI" "1979121240"
"1980/02/23" "05:51:03.20" "43.5300" "146.7530" "44.00" "7.00" "Ms" "316" "" "" "0.00" "NEI" "1980022340"
"1980/07/08" "23:19:19.80" "-12.4100" "166.3810" "33.00" "7.50" "Ms" "170" "" "" "0.00" "NEI" "1980070840"
"1980/07/17" "19:42:23.20" "-12.5250" "165.9160" "33.00" "7.90" "Ms" "95" "" "" "0.00" "NEI" "1980071740"
"1980/10/10" "12:25:23.50" "36.1950" "1.3540" "10.00" "7.30" "Ms" "203" "" "" "0.00" "NEI" "1980101040"
"1980/10/25" "11:00:05.10" "-21.8900" "169.8530" "33.00" "7.20" "Ms" "124" "" "" "0.00" "NEI" "1980102540"
"1980/11/08" "10:27:33.20" "41.0842" "-124.6157" "14.64" "7.20" "Unk" "100" "226" "53" "0.23" "NC" "10567"
"1981/01/30" "08:52:44.10" "51.7440" "176.2740" "33.00" "7.00" "Ms" "309" "" "" "0.00" "NEI" "1981013040"
"1981/05/25" "05:25:14.40" "-48.7860" "164.3570" "33.00" "7.60" "Ms" "199" "" "" "0.00" "NEI" "1981052540"
"1981/07/06" "03:08:24.18" "-22.2930" "171.7420" "33.00" "7.00" "Ms" "235" "" "" "0.93" "NEI" "1981070640"
"1981/07/15" "07:59:08.47" "-17.2600" "167.6010" "30.00" "7.00" "Ms" "87" "" "" "1.03" "NEI" "1981071540"
"1981/09/01" "09:29:31.54" "-14.9600" "-173.0850" "25.00" "7.70" "Ms" "248" "" "" "1.19" "NEI" "1981090140"
"1981/12/26" "17:05:32.52" "-29.9340" "-177.7410" "33.00" "7.10" "Ms" "248" "" "" "1.22" "NEI" "1981122640"
"1982/06/07" "10:59:40.16" "16.5580" "-98.3580" "33.80" "7.00" "Ms" "307" "" "" "1.06" "NEI" "1982060740"
"1982/06/19" "06:21:58.00" "13.3130" "-89.3390" "81.60" "7.00" "Unk" "367" "" "" "1.17" "NEI" "1982061940"
"1982/07/07" "10:43:03.74" "-51.2250" "160.5130" "10.00" "7.00" "Ms" "286" "" "" "1.29" "NEI" "1982070740"
"1982/08/05" "20:32:52.95" "-12.5970" "165.9310" "30.70" "7.10" "Ms" "165" "" "" "1.42" "NEI" "1982080540"
"1982/12/19" "17:43:54.85" "-24.1330" "-175.8640" "33.00" "7.70" "Ms" "104" "" "" "1.53" "NEI" "1982121940"
"1983/03/18" "09:05:50.00" "-4.8830" "153.5810" "88.80" "7.60" "Ms" "334" "" "" "1.31" "NEI" "1983031840"
"1983/04/03" "02:50:01.18" "8.7170" "-83.1230" "37.00" "7.30" "Ms" "318" "" "" "1.04" "NEI" "1983040340"
